objectid,filename,title,creator,date,description,subject,location,latitude,longitude,format original,format,type,identifier,language,source,rights,rightsstatement
nimitz154,https://tyvictoria.github.io/Nimitz-Images/nimitz154.jpg,Commander Chester W. Nimitz Between Two Lines of Enlisted Men,,1918,"Photograph of Commander Chester W. Nimitz standing between two lines of saluting enlisted men in dark sailors' uniforms on an unidentified ship. Handwritten on front: ""C.W. Nimitz [arrow points to Nimitz]"". Photograph may have been taken aboard the U.S.S. Chicago during either 1917/1918.","United States. Navy; Nimitz, Chester W.; Ships",United States,,,Black and White Photograph,image/jpeg,Image;StillImage,2005.661.258a-h,eng,National Museum of the Pacific War,Commercial use is prohibited without permission from the National Museum of the Pacific War.,https://creativecommons.org/licenses/
nimitz155,https://tyvictoria.github.io/Nimitz-Images/nimitz155.jpg,Fleet Admiral Chester W. Nimitz at Beach in Hawaii,"Brenkus, Chuck",1945,Photograph of Fleet Admiral Chester W. Nimitz in patterned swim trunks in front of a barb wire fence at a beach in Hawaii.,"United States. Navy; Nimitz, Chester W.; Beaches; WW2",United States - Hawaii,21.5,-158,Black and White Photograph,image/jpeg,Image;StillImage,2005.661.258a-rr,eng,National Museum of the Pacific War,Commercial use is prohibited without permission from the National Museum of the Pacific War.,https://creativecommons.org/licenses/
nimitz156,https://tyvictoria.github.io/Nimitz-Images/nimitz156.jpg,Admiral Chester W. Nimitz Sits at a Desk,,1942,"Photograph of Chester W. Nimitz sitting at a desk is wearing a light-colored uniform with four stars pinned to either side of his collar, a dark tie and a tie clasp. His uniform place the image between the years 1941 and 1944.","United States. Navy; Nimitz, Chester W.; Portraits; WW2",United States,,,Black and White Photograph,image/jpeg,Image;StillImage,2005.661.258a-nn,eng,National Museum of the Pacific War,Commercial use is prohibited without permission from the National Museum of the Pacific War.,https://creativecommons.org/licenses/
nimitz157,https://tyvictoria.github.io/Nimitz-Images/nimitz157.jpg,"Captain Chester W. Nimitz and Officers of the U.S.S. Augusta, #2",,1933,Photograph of Captain Chester W. Nimitz and officers of the U.S.S. Augusta. Estimated to be taken around 1933 due to be taken aboard the U.S.S. Augusta.,"United States. Navy; Ships; U.S.S. Augusta; Nimitz, Chester W.",United States,,,Black and White Photograph,image/jpeg,Image;StillImage,2017.092.008c-j,eng,National Museum of the Pacific War,Commercial use is prohibited without permission from the National Museum of the Pacific War.,https://creativecommons.org/licenses/
nimitz158,https://tyvictoria.github.io/Nimitz-Images/nimitz158.jpg,Portrait of Chester W. Nimitz,,1942,"Portrait of Chester W. Nimitz from the shoulders up as he stands in front of map. Hard to place with no identifying aspects of Chester W. Nimitz uniform, appears to be taken around 1941/1944. ","United States. Navy; Nimitz, Chester W.; Portraits; WW2; Maps",United States,,,Black and White Photograph,image/jpeg,Image;StillImage,2005.661.258a-b,eng,National Museum of the Pacific War,Commercial use is prohibited without permission from the National Museum of the Pacific War.,https://creativecommons.org/licenses/
nimitz159,https://tyvictoria.github.io/Nimitz-Images/nimitz159.jpg,Photograph of Portrait of Captain Chester W. Nimitz sitting in a chair in front of a map pinned to the wall.,,1927,Photograph of Portrait of Captain Chester W. Nimitz sitting in a chair in front of a map pinned to the wall. Estimated to have been taken shortly after Nimitz was promoted to captain in 1927.,"United States. Navy; Nimitz, Chester W.; Portraits; Maps",United States,,,Black and White Photograph,image/jpeg,Image;StillImage,2005.661.258a-e,eng,National Museum of the Pacific War,Commercial use is prohibited without permission from the National Museum of the Pacific War.,https://creativecommons.org/licenses/
nimitz161,https://tyvictoria.github.io/Nimitz-Images/nimitz161.jpg,Captain Chester W. Nimitz as Assistant Chief of Bureau of Navigation,Official U.S. Navy Photograph,1935,Captain Chester W. Nimitz as Assistant Chief of Bureau of Navigation.,"United States. Navy; Nimitz, Chester W.; Portraits",United States,,,Black and White Photograph,image/jpeg,Image;StillImage,2005.661.258a-kk,eng,National Museum of the Pacific War,Commercial use is prohibited without permission from the National Museum of the Pacific War.,https://creativecommons.org/licenses/
nimitz163,https://tyvictoria.github.io/Nimitz-Images/nimitz163.jpg,Chester W. Nimitz with Dog Polly,,1929,"Photograph of Chester W. Nimitz sitting on a grassy hill holding a stick for his dog, Polly. Estimated to have been taken around 1929/1930.","Nimitz, Chester W.; Dogs; Polly",United States,,,Black and White Photograph,image/jpeg,Image;StillImage,2005.661.259r,eng,National Museum of the Pacific War,Commercial use is prohibited without permission from the National Museum of the Pacific War.,https://creativecommons.org/licenses/
nimitz164,https://tyvictoria.github.io/Nimitz-Images/nimitz164.jpg,"Chester W. Nimitz Holds Baby, #1",,1914,Photograph of Chester W. Nimitz sits outside in a chair wearing a light-colored suit and holding an unidentified baby in a long white dress. The baby is most likely Catherine (Kate) Nimitz.,"Nimitz, Chester W.; Babies; Nimitz, Catherine; Nimitz, Kate",United States,,,Black and White Photograph,image/jpeg,Image;StillImage,2017.092.008b-126,eng,National Museum of the Pacific War,Commercial use is prohibited without permission from the National Museum of the Pacific War.,https://creativecommons.org/licenses/
nimitz165,https://tyvictoria.github.io/Nimitz-Images/nimitz165.jpg,"Chester W. Nimitz Holds Baby, #2",,1914,Photograph of Chester W. Nimitz's side profile as he holds an unidentified baby. The baby is most likely Catherine (Kate) Nimitz.,"Nimitz, Chester W.; Babies; Nimitz, Catherine; Nimitz, Kate",United States,,,Black and White Photograph,image/jpeg,Image;StillImage,2017.092.008b-128,eng,National Museum of the Pacific War,Commercial use is prohibited without permission from the National Museum of the Pacific War.,https://creativecommons.org/licenses/
nimitz166,https://tyvictoria.github.io/Nimitz-Images/nimitz166.jpg,"Chester W. Nimitz Holds Baby, #3",,1914,Photograph of Chester W. Nimitz laying down on some grass and holding up an unidentified baby. The baby is most likely Catherine (Kate) Nimitz.,"Nimitz, Chester W.; Babies; Nimitz, Catherine; Nimitz, Kate",United States,,,Black and White Photograph,image/jpeg,Image;StillImage,2017.092.008b-131,eng,National Museum of the Pacific War,Commercial use is prohibited without permission from the National Museum of the Pacific War.,https://creativecommons.org/licenses/
nimitz167,https://tyvictoria.github.io/Nimitz-Images/nimitz167.jpg,Chester W. Nimitz Sits with Dog Polly,,1929,"Photograph of Chester W. Nimitz sits on a wooden plank with his dog, Polly. Estimated to have been taken around 1929/1930.","Nimitz, Chester W.; Dogs; Polly",United States,,,Black and White Photograph,image/jpeg,Image;StillImage,2017.092.008b-133,eng,National Museum of the Pacific War,Commercial use is prohibited without permission from the National Museum of the Pacific War.,https://creativecommons.org/licenses/
nimitz168,https://tyvictoria.github.io/Nimitz-Images/nimitz168.jpg,Man Plays with Dog,,1929,"Photograph of an unidentified man, probably Chester W. Nimitz, standing on the right partially out of frame holding out a stick. A small dog, Polly, looks up at the stick. Estimated to have been taken around 1929/1930.","Nimitz, Chester W.; Dogs; Polly",United States,,,Black and White Photograph,image/jpeg,Image;StillImage,2017.092.008b-136,eng,National Museum of the Pacific War,Commercial use is prohibited without permission from the National Museum of the Pacific War.,https://creativecommons.org/licenses/
nimitz169,https://tyvictoria.github.io/Nimitz-Images/nimitz169.jpg,Chester W. Nimitz with Family,,1930,Photograph of Chester W. Nimitz with Catherine Nimitz Lay (Kate) and unidentified woman and children and grandchildren sitting on a lawn in front of a house. Estimated to be taken around 1930/1933~ due to Chester W. Nimitz and Kate Nimitz appearance.,"Nimitz, Chester W.; Nimitz, Catherine; Nimitz, Kate; Children",United States,,,Black and White Photograph,image/jpeg,Image;StillImage,2017.092.008b-142,eng,National Museum of the Pacific War,Commercial use is prohibited without permission from the National Museum of the Pacific War.,https://creativecommons.org/licenses/
nimitz170,https://tyvictoria.github.io/Nimitz-Images/nimitz170.jpg,Chester W. Nimitz Sits on Bench with Child,,1915,"Photograph of Chester W. Nimitz sits on bench in front of mission, with unknown baby (possible Kate Nimitz). Estimated to have been taken in 1915.","Nimitz, Chester W.; Nimitz, Catherine; Nimitz, Kate; Children; Babies",United States,,,Black and White Photograph,image/jpeg,Image;StillImage,2017.092.008b-144,eng,National Museum of the Pacific War,Commercial use is prohibited without permission from the National Museum of the Pacific War.,https://creativecommons.org/licenses/
nimitz171,https://tyvictoria.github.io/Nimitz-Images/nimitz171.jpg,Chester W. Nimitz Sitz with Legs Crossed ,,1930,Photograph of Chester W. Nimitz sitting with his legs crossed on what appears to be a pile of ropes covered with a sheet. Estimated to have been taken sometime in the late 1920's to early 1930's due to Nimitz appearance and choice of attire.,"Nimitz, Chester W.",United States,,,Black and White Photograph,image/jpeg,Image;StillImage,2017.092.008b-145,eng,National Museum of the Pacific War,Commercial use is prohibited without permission from the National Museum of the Pacific War.,https://creativecommons.org/licenses/
nimitz172,https://tyvictoria.github.io/Nimitz-Images/nimitz172.jpg,Chester W. Nimitz Sits with Children and Man,,1929,"Photograph of Chester W. Nimitz sits with unidentified children, possibly Chester Nimitz Jr., and unidentified man in a flower patch. Possibly taken on the Nimitz Family trip of 1929.","Nimitz, Chester W.; Nimitz, Chester, Jr.; Children; Dogs",United States,,,Black and White Photograph,image/jpeg,Image;StillImage,2017.092.008b-147,eng,National Museum of the Pacific War,Commercial use is prohibited without permission from the National Museum of the Pacific War.,https://creativecommons.org/licenses/
nimitz173,https://tyvictoria.github.io/Nimitz-Images/nimitz173.jpg,Chester W. Nimitz Plays with Baby and Dog,,1915,Photograph of Chester W. Nimitz plays with unidentified baby and dog on beach. The baby is most likely Catherine (Kate) Nimitz,"Nimitz, Chester W.; Babies; Children; Nimitz, Catherine; Nimitz, Kate; Dogs; Beaches",United States,,,Black and White Photograph,image/jpeg,Image;StillImage,2017.092.008b-150,eng,National Museum of the Pacific War,Commercial use is prohibited without permission from the National Museum of the Pacific War.,https://creativecommons.org/licenses/
nimitz174,https://tyvictoria.github.io/Nimitz-Images/nimitz174.jpg,Catherine Nimitz Sits on Couch With Dog,,1948,Photograph of Catherine Nimitz sitting on the left side of a patterned couch in a floral dress and looking at a note she is holding out in front of her. Next to Mrs. Nimitz sits a Cocker Spaniel named Freckles. Estimated to have been taken in the late 1940's due to Freckles frequent appearance in photos from the decade.,"Nimitz, Catherine Freeman; Dogs; Freckles",United States,,,Black and White Photograph,image/jpeg,Image;StillImage,2017.092.008d-ff,eng,National Museum of the Pacific War,Commercial use is prohibited without permission from the National Museum of the Pacific War.,https://creativecommons.org/licenses/
nimitz175,https://tyvictoria.github.io/Nimitz-Images/nimitz175.jpg,Captain Chester W. Nimitz with Naval Officers on the U.S.S. Augusta,,1933,Photograph of Captain Chester W. Nimitz and U.S. Naval officers in white uniforms on board the U.S.S. Augusta. Estimated to be taken around 1933 due to be taken aboard the U.S.S. Augusta.,"United States. Navy; Ships; U.S.S. Augusta; Nimitz, Chester W.",United States,,,Black and White Photograph,image/jpeg,Image;StillImage,2017_092_008c_f,eng,National Museum of the Pacific War,Commercial use is prohibited without permission from the National Museum of the Pacific War.,https://creativecommons.org/licenses/
nimitz176,https://tyvictoria.github.io/Nimitz-Images/nimitz176.jpg,Chester W. Nimitz and Others,,1930,"Photograph of Chester W. Nimitz with Mr. and Mrs. Paston, Billy and Jack Ward and a small dog named Sandy in front of a house. Estimated to have been taken around 1930 due to Chester Nimitz appearance and attire.","Nimitz, Chester W.; Children; Dogs",United States,,,Black and White Photograph,image/jpeg,Image;StillImage,2017.092.008b-212-214,eng,National Museum of the Pacific War,Commercial use is prohibited without permission from the National Museum of the Pacific War.,https://creativecommons.org/licenses/
nimitz177,https://tyvictoria.github.io/Nimitz-Images/nimitz177.jpg,"Chester W. Nimitz and Children, #2",,1929,"Photograph of Chester W. Nimitz with Chester (Chet) W. Nimitz, Catherine (Kate) Nimitz, and Anna (Nancy) Nimitz at overlook. Estimated to be taken around 1929 due to the children's appearance and because of the known family trip taken by the Nimitz in 1929.","Nimitz, Anna; Nimitz, Nancy; Nimitz, Catherine; Nimitz, Kate; Nimitz, Chester, Jr.; Nimitz, Chester W.; Children",United States,,,Black and White Photograph,image/jpeg,Image;StillImage,2017.092.008b-287,eng,National Museum of the Pacific War,Commercial use is prohibited without permission from the National Museum of the Pacific War.,https://creativecommons.org/licenses/
nimitz178,https://tyvictoria.github.io/Nimitz-Images/nimitz178.jpg,The Nimitz's and Raymond's,,1934,"Photograph of Anna Nimitz (Nancy), Catherine Nimitz, and Chester W. Nimitz with Mr. and Mrs. Raymond (center and far right). The photograph was taken between June 1927 and June 1938 as Nimitz is still a captain. Estimated to be around 1934 due to the appearance of Anna Nimitz (roughly 15 years old).","United States. Navy; Nimitz, Catherine Freeman; Nimitz, Nancy; Nimitz, Anna; Nimitz, Chester W.; Raymond, Maurice F.; Raymond, Litzka",United States,,,Black and White Photograph,image/jpeg,Image;StillImage,2017.092.008b-260-262,eng,National Museum of the Pacific War,Commercial use is prohibited without permission from the National Museum of the Pacific War.,https://creativecommons.org/licenses/
nimitz179,https://tyvictoria.github.io/Nimitz-Images/nimitz179.jpg,Catherine Freeman Nimitz Knitting,,1967,"Photograph of Catherine Freeman Nimitz knitting. The image is of Mrs. Nimitz in her 70's placing the image between 1962/1972, the date supplied is speculative.","Nimitz, Catherine Freeman",United States,,,Black and White Photograph,image/jpeg,Image;StillImage,2005.661.259gg,eng,National Museum of the Pacific War,Commercial use is prohibited without permission from the National Museum of the Pacific War.,https://creativecommons.org/licenses/
